tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_int_n	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_mad	specimen_int_dang	specimen_scat
AX13-9a	400	560	30	1.00	-1.00	-	79.8	1.100e+01	7.555e-01	6.000e+00	5.770e-02	6.932e+00	1.076e+00	t
AX13-9a	400	562	30	1.00	-1.00	-	79.3	1.200e+01	7.582e-01	7.000e+00	4.900e-02	6.211e+00	1.157e+00	t
AX13-9a	400	564	30	1.00	-1.00	-	78.2	1.300e+01	8.005e-01	7.000e+00	4.300e-02	5.657e+00	1.030e+00	t
AX13-9a	400	566	30	1.00	-1.00	-	78.3	1.400e+01	8.034e-01	8.000e+00	3.841e-02	5.279e+00	1.019e+00	t
AX13-9a	400	570	30	1.00	-1.00	-	78.3	1.500e+01	8.323e-01	8.000e+00	3.466e-02	4.972e+00	8.755e-01	t
AX13-9a	400	575	30	1.00	-1.00	-	78.4	1.600e+01	8.348e-01	9.000e+00	3.180e-02	4.738e+00	8.047e-01	t
AX13-9a	400	580	30	1.00	-1.00	-	78.4	1.700e+01	8.444e-01	9.000e+00	2.944e-02	4.547e+00	7.420e-01	t
AX13-9a	400	585	30	1.00	-1.00	-	78.3	1.800e+01	8.462e-01	1.000e+01	2.751e-02	4.394e+00	6.931e-01	t
AX13-9a	425	555	30	1.00	-1.00	-	81.8	9.000e+00	6.551e-01	6.000e+00	7.865e-02	8.567e+00	7.796e-01	t
AX13-9a	425	560	30	1.00	-1.00	-	79.0	1.000e+01	7.114e-01	6.000e+00	6.334e-02	7.209e+00	1.045e+00	t
AX13-9a	425	562	30	1.00	-1.00	-	78.6	1.100e+01	7.141e-01	7.000e+00	5.353e-02	6.472e+00	1.159e+00	t
AX13-9a	425	564	30	1.00	-1.00	-	77.5	1.200e+01	7.564e-01	7.000e+00	4.674e-02	5.899e+00	1.057e+00	t
AX13-9a	425	566	30	1.00	-1.00	-	77.6	1.300e+01	7.593e-01	8.000e+00	4.166e-02	5.514e+00	1.054e+00	t
AX13-9a	425	570	30	1.00	-1.00	-	77.7	1.400e+01	7.883e-01	8.000e+00	3.752e-02	5.200e+00	9.090e-01	t
AX13-9a	425	575	30	1.00	-1.00	-	77.8	1.500e+01	7.907e-01	9.000e+00	3.438e-02	4.960e+00	8.406e-01	t
AX13-9a	425	580	30	1.00	-1.00	-	77.8	1.600e+01	8.004e-01	9.000e+00	3.178e-02	4.765e+00	7.831e-01	t
AX13-9a	425	585	30	1.00	-1.00	-	77.7	1.700e+01	8.022e-01	1.000e+01	2.967e-02	4.609e+00	7.405e-01	t
AX13-9a	450	560	30	1.00	-1.00	-	75.4	9.000e+00	6.072e-01	6.000e+00	4.067e-02	4.678e+00	1.304e+00	t
AX13-9a	450	562	30	1.00	-1.00	-	75.2	1.000e+01	6.099e-01	7.000e+00	3.419e-02	4.227e+00	1.279e+00	t
AX13-9a	450	564	30	1.00	-1.00	-	74.4	1.100e+01	6.522e-01	7.000e+00	3.019e-02	3.855e+00	1.246e+00	t
AX13-9a	450	566	30	1.00	-1.00	-	74.6	1.200e+01	6.551e-01	8.000e+00	2.696e-02	3.618e+00	1.201e+00	t
AX13-9a	450	570	30	1.00	-1.00	-	74.8	1.300e+01	6.841e-01	8.000e+00	2.430e-02	3.427e+00	1.075e+00	t
AX13-9a	450	575	30	1.00	-1.00	-	75.0	1.400e+01	6.865e-01	9.000e+00	2.234e-02	3.278e+00	1.014e+00	t
AX13-9a	450	580	30	1.00	-1.00	-	75.1	1.500e+01	6.961e-01	9.000e+00	2.065e-02	3.155e+00	9.791e-01	t
AX13-9a	450	585	30	1.00	-1.00	-	75.1	1.600e+01	6.979e-01	1.000e+01	1.925e-02	3.056e+00	9.633e-01	t
AX13-9a	475	564	30	1.00	-1.00	-	73.4	1.000e+01	6.180e-01	7.000e+00	3.271e-02	3.187e+00	1.374e+00	t
AX13-9a	475	566	30	1.00	-1.00	-	73.6	1.100e+01	6.209e-01	8.000e+00	2.918e-02	2.995e+00	1.359e+00	t
AX13-9a	475	570	30	1.00	-1.00	-	73.9	1.200e+01	6.498e-01	8.000e+00	2.628e-02	2.860e+00	1.191e+00	t
AX13-9a	475	575	30	1.00	-1.00	-	74.1	1.300e+01	6.523e-01	9.000e+00	2.417e-02	2.747e+00	1.114e+00	t
AX13-9a	475	580	30	1.00	-1.00	-	74.2	1.400e+01	6.619e-01	9.000e+00	2.232e-02	2.653e+00	1.059e+00	t
AX13-9a	475	585	30	1.00	-1.00	-	74.2	1.500e+01	6.637e-01	1.000e+01	2.077e-02	2.579e+00	1.024e+00	t
AX13-9a	500	580	30	1.00	-1.00	-	74.5	1.300e+01	6.079e-01	9.000e+00	2.684e-02	2.924e+00	1.424e+00	t
AX13-9a	500	585	30	1.00	-1.00	-	74.5	1.400e+01	6.097e-01	1.000e+01	2.489e-02	2.850e+00	1.367e+00	t
AX16-10a	200	585	30	1.00	-1.00	-	61.5	2.000e+01	9.234e-01	1.000e+01	4.924e-02	3.151e+00	1.756e+00	t
AX16-10a	400	570	30	1.00	-1.00	-	59.4	1.500e+01	7.179e-01	8.000e+00	6.217e-02	3.903e+00	3.140e+00	t
AX16-10a	400	575	30	1.00	-1.00	-	57.7	1.600e+01	7.646e-01	9.000e+00	5.223e-02	3.577e+00	2.426e+00	t
AX16-10a	400	580	30	1.00	-1.00	-	57.8	1.700e+01	8.101e-01	9.000e+00	4.461e-02	3.363e+00	1.794e+00	t
AX16-10a	400	585	30	1.00	-1.00	-	57.0	1.800e+01	8.158e-01	1.000e+01	3.982e-02	3.158e+00	1.447e+00	t
AX16-10a	450	570	30	1.00	-1.00	-	57.7	1.400e+01	6.577e-01	8.000e+00	6.662e-02	3.341e+00	3.131e+00	t
AX16-10a	450	575	30	1.00	-1.00	-	56.2	1.500e+01	7.044e-01	9.000e+00	5.475e-02	3.100e+00	2.380e+00	t
AX16-10a	450	580	30	1.00	-1.00	-	56.6	1.600e+01	7.498e-01	9.000e+00	4.651e-02	2.942e+00	1.753e+00	t
AX16-10a	450	585	30	1.00	-1.00	-	56.0	1.700e+01	7.556e-01	1.000e+01	4.112e-02	2.771e+00	1.413e+00	t
AX16-10a	475	575	30	1.00	-1.00	-	54.1	1.400e+01	6.417e-01	9.000e+00	5.098e-02	3.167e+00	2.183e+00	t
AX16-10a	475	580	30	1.00	-1.00	-	54.9	1.500e+01	6.871e-01	9.000e+00	4.343e-02	2.961e+00	1.560e+00	t
AX16-10a	475	585	30	1.00	-1.00	-	54.4	1.600e+01	6.928e-01	1.000e+01	3.807e-02	2.765e+00	1.236e+00	t
AX16-10a	500	575	30	1.00	-1.00	-	53.6	1.300e+01	6.080e-01	9.000e+00	5.634e-02	3.243e+00	2.069e+00	t
AX16-10a	500	580	30	1.00	-1.00	-	54.5	1.400e+01	6.534e-01	9.000e+00	4.777e-02	2.996e+00	1.458e+00	t
AX16-10a	500	585	30	1.00	-1.00	-	54.0	1.500e+01	6.591e-01	1.000e+01	4.160e-02	2.782e+00	1.149e+00	t
AX16-10a	510	580	30	1.00	-1.00	-	53.7	1.300e+01	6.108e-01	9.000e+00	5.110e-02	2.971e+00	1.392e+00	t
AX16-10a	510	585	30	1.00	-1.00	-	53.3	1.400e+01	6.165e-01	1.000e+01	4.420e-02	2.749e+00	1.100e+00	t
AX16-11a	450	570	30	1.00	-1.00	-	44.2	1.400e+01	6.997e-01	8.000e+00	6.063e-02	2.860e+00	2.066e+00	t
AX16-11a	450	575	30	1.00	-1.00	-	42.4	1.500e+01	7.343e-01	9.000e+00	5.218e-02	2.632e+00	1.522e+00	t
AX16-11a	450	580	30	1.00	-1.00	-	41.9	1.600e+01	7.633e-01	9.000e+00	4.499e-02	2.466e+00	1.120e+00	t
AX16-11a	450	585	30	1.00	-1.00	-	40.1	1.700e+01	7.707e-01	1.000e+01	4.541e-02	2.330e+00	8.904e-01	t
AX16-11a	475	570	30	1.00	-1.00	-	42.7	1.300e+01	6.495e-01	8.000e+00	5.791e-02	2.892e+00	1.971e+00	t
AX16-11a	475	575	30	1.00	-1.00	-	41.2	1.400e+01	6.841e-01	9.000e+00	4.935e-02	2.641e+00	1.419e+00	t
AX16-11a	475	580	30	1.00	-1.00	-	40.8	1.500e+01	7.131e-01	9.000e+00	4.224e-02	2.462e+00	1.014e+00	t
AX16-11a	475	585	30	1.00	-1.00	-	39.1	1.600e+01	7.204e-01	1.000e+01	4.341e-02	2.317e+00	8.058e-01	t
AX16-11a	500	570	30	1.00	-1.00	-	42.5	1.200e+01	6.247e-01	8.000e+00	6.389e-02	2.737e+00	1.936e+00	t
AX16-11a	500	575	30	1.00	-1.00	-	40.9	1.300e+01	6.593e-01	9.000e+00	5.381e-02	2.516e+00	1.360e+00	t
AX16-11a	500	580	30	1.00	-1.00	-	40.5	1.400e+01	6.883e-01	9.000e+00	4.578e-02	2.354e+00	9.435e-01	t
AX16-11a	500	585	30	1.00	-1.00	-	38.8	1.500e+01	6.956e-01	1.000e+01	4.673e-02	2.212e+00	7.670e-01	t
AX16-11a	510	575	30	1.00	-1.00	-	40.1	1.200e+01	6.242e-01	9.000e+00	5.597e-02	2.599e+00	1.319e+00	t
AX16-11a	510	580	30	1.00	-1.00	-	39.8	1.300e+01	6.532e-01	9.000e+00	4.729e-02	2.422e+00	8.913e-01	t
AX16-11a	510	585	30	1.00	-1.00	-	38.1	1.400e+01	6.606e-01	1.000e+01	4.834e-02	2.271e+00	7.314e-01	t
AX16-11a	520	575	30	1.00	-1.00	-	40.3	1.100e+01	6.049e-01	9.000e+00	6.285e-02	2.548e+00	1.300e+00	t
AX16-11a	520	580	30	1.00	-1.00	-	40.0	1.200e+01	6.339e-01	9.000e+00	5.281e-02	2.378e+00	8.707e-01	t
AX16-11a	520	585	30	1.00	-1.00	-	38.1	1.300e+01	6.413e-01	1.000e+01	5.383e-02	2.241e+00	6.767e-01	t
AX16-11a	530	585	30	1.00	-1.00	-	37.5	1.200e+01	6.062e-01	1.000e+01	5.889e-02	2.343e+00	6.262e-01	t
AX16-13a	400	570	30	1.00	-1.00	-	41.7	1.500e+01	7.245e-01	8.000e+00	6.561e-02	3.474e+00	1.847e+00	t
AX16-13a	400	575	30	1.00	-1.00	-	38.3	1.600e+01	7.789e-01	9.000e+00	5.836e-02	3.016e+00	1.260e+00	t
AX16-13a	400	580	30	1.00	-1.00	-	36.4	1.700e+01	8.103e-01	9.000e+00	5.265e-02	2.726e+00	8.668e-01	t
AX16-13a	450	570	30	1.00	-1.00	-	40.6	1.400e+01	6.921e-01	8.000e+00	6.522e-02	3.412e+00	1.800e+00	t
AX16-13a	450	575	30	1.00	-1.00	-	37.4	1.500e+01	7.464e-01	9.000e+00	5.751e-02	2.948e+00	1.201e+00	t
AX16-13a	450	580	30	1.00	-1.00	-	35.6	1.600e+01	7.779e-01	9.000e+00	5.169e-02	2.653e+00	8.332e-01	t
AX16-13a	475	570	30	1.00	-1.00	-	39.3	1.300e+01	6.479e-01	8.000e+00	6.224e-02	3.453e+00	1.649e+00	t
AX16-13a	475	575	30	1.00	-1.00	-	36.5	1.400e+01	7.023e-01	9.000e+00	5.487e-02	2.949e+00	1.075e+00	t
AX16-13a	475	580	30	1.00	-1.00	-	34.8	1.500e+01	7.337e-01	9.000e+00	4.938e-02	2.636e+00	7.406e-01	t
AX16-13a	500	570	30	1.00	-1.00	-	39.0	1.200e+01	6.213e-01	8.000e+00	6.726e-02	3.346e+00	1.643e+00	t
AX16-13a	500	575	30	1.00	-1.00	-	36.1	1.300e+01	6.756e-01	9.000e+00	5.842e-02	2.859e+00	1.053e+00	t
AX16-13a	500	580	30	1.00	-1.00	-	34.4	1.400e+01	7.071e-01	9.000e+00	5.215e-02	2.550e+00	7.498e-01	t
AX16-13a	510	575	30	1.00	-1.00	-	35.6	1.200e+01	6.492e-01	9.000e+00	6.148e-02	2.836e+00	9.227e-01	t
AX16-13a	510	580	30	1.00	-1.00	-	34.0	1.300e+01	6.806e-01	9.000e+00	5.447e-02	2.520e+00	6.510e-01	t
AX16-13a	520	575	30	1.00	-1.00	-	35.6	1.100e+01	6.424e-01	9.000e+00	6.818e-02	2.912e+00	9.273e-01	t
AX16-13a	520	580	30	1.00	-1.00	-	33.9	1.200e+01	6.738e-01	9.000e+00	6.001e-02	2.582e+00	6.762e-01	t
AX16-13a	530	575	30	1.00	-1.00	-	35.1	1.000e+01	6.177e-01	9.000e+00	7.468e-02	2.963e+00	9.754e-01	t
AX16-13a	530	580	30	1.00	-1.00	-	33.4	1.100e+01	6.491e-01	9.000e+00	6.494e-02	2.621e+00	7.541e-01	t
AX16-13a	540	575	30	1.00	-1.00	-	34.9	9.000e+00	6.038e-01	9.000e+00	8.569e-02	3.120e+00	9.458e-01	t
AX16-13a	540	580	30	1.00	-1.00	-	33.2	1.000e+01	6.353e-01	9.000e+00	7.356e-02	2.749e+00	7.641e-01	t
AX16-14a	400	565	30	1.00	-1.00	-	43.6	1.400e+01	6.285e-01	8.000e+00	8.022e-02	3.838e+00	2.117e+00	t
AX16-14a	400	570	30	1.00	-1.00	-	43.6	1.500e+01	7.143e-01	8.000e+00	6.410e-02	3.251e+00	1.789e+00	t
AX16-14a	400	575	30	1.00	-1.00	-	42.9	1.600e+01	7.418e-01	9.000e+00	5.406e-02	2.908e+00	1.474e+00	t
AX16-14a	400	580	30	1.00	-1.00	-	43.0	1.700e+01	7.669e-01	9.000e+00	4.708e-02	2.649e+00	1.292e+00	t
AX16-14a	400	585	30	1.00	-1.00	-	42.2	1.800e+01	7.803e-01	1.000e+01	4.289e-02	2.511e+00	1.020e+00	t
AX16-14a	450	570	30	1.00	-1.00	-	42.2	1.400e+01	6.681e-01	8.000e+00	6.600e-02	3.483e+00	1.787e+00	t
AX16-14a	450	575	30	1.00	-1.00	-	41.7	1.500e+01	6.956e-01	9.000e+00	5.493e-02	3.088e+00	1.450e+00	t
AX16-14a	450	580	30	1.00	-1.00	-	42.0	1.600e+01	7.207e-01	9.000e+00	4.771e-02	2.796e+00	1.267e+00	t
AX16-14a	450	585	30	1.00	-1.00	-	41.3	1.700e+01	7.341e-01	1.000e+01	4.312e-02	2.636e+00	9.903e-01	t
AX16-14a	475	570	30	1.00	-1.00	-	40.3	1.300e+01	6.069e-01	8.000e+00	5.926e-02	3.705e+00	1.664e+00	t
AX16-14a	475	575	30	1.00	-1.00	-	40.1	1.400e+01	6.344e-01	9.000e+00	4.879e-02	3.247e+00	1.345e+00	t
AX16-14a	475	580	30	1.00	-1.00	-	40.6	1.500e+01	6.595e-01	9.000e+00	4.259e-02	2.920e+00	1.181e+00	t
AX16-14a	475	585	30	1.00	-1.00	-	40.0	1.600e+01	6.729e-01	1.000e+01	3.836e-02	2.739e+00	9.032e-01	t
AX16-14a	500	580	30	1.00	-1.00	-	40.0	1.400e+01	6.175e-01	9.000e+00	4.401e-02	2.855e+00	1.046e+00	t
AX16-14a	500	585	30	1.00	-1.00	-	39.4	1.500e+01	6.309e-01	1.000e+01	3.943e-02	2.674e+00	7.709e-01	t
AX16-15a	475	570	30	1.00	-1.00	-	31.9	1.300e+01	6.058e-01	8.000e+00	6.590e-02	3.072e+00	1.415e+00	t
AX16-16a	400	562	30	1.00	-1.00	-	43.3	1.300e+01	6.458e-01	7.000e+00	8.534e-02	5.136e+00	2.942e+00	t
AX16-16a	400	565	30	1.00	-1.00	-	41.7	1.400e+01	7.040e-01	8.000e+00	6.885e-02	4.430e+00	2.281e+00	t
AX16-16a	400	570	30	1.00	-1.00	-	42.2	1.500e+01	7.696e-01	8.000e+00	5.741e-02	3.902e+00	1.812e+00	t
AX16-16a	400	575	30	1.00	-1.00	-	41.4	1.600e+01	7.832e-01	9.000e+00	5.005e-02	3.565e+00	1.483e+00	t
AX16-16a	400	580	30	1.00	-1.00	-	40.9	1.700e+01	7.928e-01	9.000e+00	4.479e-02	3.336e+00	1.261e+00	t
AX16-16a	400	585	30	1.00	-1.00	-	39.5	1.800e+01	7.963e-01	1.000e+01	4.561e-02	3.149e+00	1.151e+00	t
AX16-16a	450	562	30	1.00	-1.00	-	42.0	1.200e+01	6.022e-01	7.000e+00	9.118e-02	5.355e+00	2.731e+00	t
AX16-16a	450	565	30	1.00	-1.00	-	40.6	1.300e+01	6.605e-01	8.000e+00	7.217e-02	4.549e+00	2.101e+00	t
AX16-16a	450	570	30	1.00	-1.00	-	41.3	1.400e+01	7.260e-01	8.000e+00	6.004e-02	3.958e+00	1.681e+00	t
AX16-16a	450	575	30	1.00	-1.00	-	40.6	1.500e+01	7.396e-01	9.000e+00	5.189e-02	3.598e+00	1.364e+00	t
AX16-16a	450	580	30	1.00	-1.00	-	40.2	1.600e+01	7.492e-01	9.000e+00	4.618e-02	3.353e+00	1.174e+00	t
AX16-16a	450	585	30	1.00	-1.00	-	38.7	1.700e+01	7.527e-01	1.000e+01	4.702e-02	3.160e+00	1.080e+00	t
AX16-16a	475	565	30	1.00	-1.00	-	39.1	1.200e+01	6.032e-01	8.000e+00	7.065e-02	4.516e+00	1.877e+00	t
AX16-16a	475	570	30	1.00	-1.00	-	40.1	1.300e+01	6.688e-01	8.000e+00	5.908e-02	3.901e+00	1.473e+00	t
AX16-16a	475	575	30	1.00	-1.00	-	39.5	1.400e+01	6.824e-01	9.000e+00	5.064e-02	3.525e+00	1.192e+00	t
AX16-16a	475	580	30	1.00	-1.00	-	39.2	1.500e+01	6.920e-01	9.000e+00	4.483e-02	3.282e+00	9.981e-01	t
AX16-16a	475	585	30	1.00	-1.00	-	37.7	1.600e+01	6.955e-01	1.000e+01	4.620e-02	3.089e+00	9.195e-01	t
AX16-16a	500	570	30	1.00	-1.00	-	39.8	1.200e+01	6.474e-01	8.000e+00	6.561e-02	3.892e+00	1.430e+00	t
AX16-16a	500	575	30	1.00	-1.00	-	39.3	1.300e+01	6.610e-01	9.000e+00	5.586e-02	3.512e+00	1.144e+00	t
AX16-16a	500	580	30	1.00	-1.00	-	38.9	1.400e+01	6.706e-01	9.000e+00	4.923e-02	3.263e+00	9.919e-01	t
AX16-16a	500	585	30	1.00	-1.00	-	37.5	1.500e+01	6.741e-01	1.000e+01	5.044e-02	3.071e+00	9.255e-01	t
AX16-16a	510	575	30	1.00	-1.00	-	38.4	1.200e+01	6.126e-01	9.000e+00	5.904e-02	3.377e+00	1.190e+00	t
AX16-16a	510	580	30	1.00	-1.00	-	38.2	1.300e+01	6.222e-01	9.000e+00	5.174e-02	3.132e+00	1.089e+00	t
AX16-16a	510	585	30	1.00	-1.00	-	36.7	1.400e+01	6.257e-01	1.000e+01	5.302e-02	2.950e+00	1.027e+00	t
AX16-16a	520	580	30	1.00	-1.00	-	38.5	1.200e+01	6.032e-01	9.000e+00	5.838e-02	3.192e+00	9.516e-01	t
AX16-16a	520	585	30	1.00	-1.00	-	36.8	1.300e+01	6.067e-01	1.000e+01	5.982e-02	3.006e+00	9.079e-01	t
AX16-1a	200	560	30	1.00	-1.00	-	48.4	1.300e+01	8.430e-01	6.000e+00	8.296e-02	6.675e+00	3.737e+00	t
AX16-1a	200	562	30	1.00	-1.00	-	46.2	1.400e+01	8.540e-01	7.000e+00	7.092e-02	6.038e+00	2.865e+00	t
AX16-1a	200	564	30	1.00	-1.00	-	44.9	1.500e+01	8.715e-01	7.000e+00	6.277e-02	5.560e+00	2.404e+00	t
AX16-1a	200	566	30	1.00	-1.00	-	43.3	1.600e+01	8.789e-01	8.000e+00	5.911e-02	5.245e+00	2.005e+00	t
AX16-1a	400	555	30	1.00	-1.00	-	41.4	1.000e+01	6.016e-01	6.000e+00	1.058e-01	8.129e+00	4.414e+00	t
AX16-1a	400	562	30	1.00	-1.00	-	43.2	1.200e+01	7.362e-01	7.000e+00	7.338e-02	5.904e+00	2.160e+00	t
AX16-1a	400	564	30	1.00	-1.00	-	42.1	1.300e+01	7.537e-01	7.000e+00	6.381e-02	5.367e+00	1.855e+00	t
AX16-1a	425	562	30	1.00	-1.00	-	42.8	1.100e+01	7.140e-01	7.000e+00	8.160e-02	5.572e+00	2.107e+00	t
AX16-1a	425	564	30	1.00	-1.00	-	41.7	1.200e+01	7.315e-01	7.000e+00	7.045e-02	5.059e+00	1.857e+00	t
AX16-2a	0	555	30	1.00	-1.00	-	58.3	1.400e+01	8.713e-01	6.000e+00	7.498e-02	5.685e+00	4.086e+00	t
AX16-2a	0	560	30	1.00	-1.00	-	57.8	1.500e+01	9.520e-01	6.000e+00	6.280e-02	5.260e+00	3.140e+00	t
AX16-2a	0	562	30	1.00	-1.00	-	54.6	1.600e+01	9.566e-01	7.000e+00	6.094e-02	4.948e+00	2.548e+00	t
AX16-2a	0	564	30	1.00	-1.00	-	52.7	1.700e+01	9.688e-01	7.000e+00	5.732e-02	4.668e+00	2.222e+00	t
AX16-2a	0	566	30	1.00	-1.00	-	50.6	1.800e+01	9.728e-01	8.000e+00	5.703e-02	4.470e+00	1.957e+00	t
AX16-2a	0	570	30	1.00	-1.00	-	49.2	1.900e+01	9.792e-01	8.000e+00	5.553e-02	4.294e+00	1.795e+00	t
AX16-2a	100	555	30	1.00	-1.00	-	58.8	1.300e+01	8.400e-01	6.000e+00	8.404e-02	5.968e+00	4.150e+00	t
AX16-2a	100	560	30	1.00	-1.00	-	58.2	1.400e+01	9.207e-01	6.000e+00	6.979e-02	5.484e+00	3.163e+00	t
AX16-2a	100	562	30	1.00	-1.00	-	54.6	1.500e+01	9.254e-01	7.000e+00	6.739e-02	5.142e+00	2.554e+00	t
AX16-2a	100	564	30	1.00	-1.00	-	52.6	1.600e+01	9.375e-01	7.000e+00	6.308e-02	4.841e+00	2.226e+00	t
AX16-2a	100	566	30	1.00	-1.00	-	50.4	1.700e+01	9.415e-01	8.000e+00	6.246e-02	4.630e+00	1.964e+00	t
AX16-2a	200	555	30	1.00	-1.00	-	56.9	1.200e+01	7.605e-01	6.000e+00	9.089e-02	4.880e+00	3.773e+00	t
AX16-2a	200	560	30	1.00	-1.00	-	56.6	1.300e+01	8.413e-01	6.000e+00	7.457e-02	4.501e+00	2.861e+00	t
AX16-2a	200	562	30	1.00	-1.00	-	53.1	1.400e+01	8.459e-01	7.000e+00	7.106e-02	4.235e+00	2.304e+00	t
AX16-2a	200	564	30	1.00	-1.00	-	51.1	1.500e+01	8.581e-01	7.000e+00	6.595e-02	3.990e+00	2.009e+00	t
AX16-2a	200	566	30	1.00	-1.00	-	48.9	1.600e+01	8.621e-01	8.000e+00	6.505e-02	3.817e+00	1.799e+00	t
AX16-2a	300	555	30	1.00	-1.00	-	53.1	1.100e+01	7.195e-01	6.000e+00	8.858e-02	5.307e+00	3.867e+00	t
AX16-2a	300	560	30	1.00	-1.00	-	53.5	1.200e+01	8.002e-01	6.000e+00	7.178e-02	4.826e+00	2.828e+00	t
AX16-2a	300	562	30	1.00	-1.00	-	50.3	1.300e+01	8.049e-01	7.000e+00	6.815e-02	4.503e+00	2.221e+00	t
AX16-2a	300	564	30	1.00	-1.00	-	48.6	1.400e+01	8.170e-01	7.000e+00	6.290e-02	4.218e+00	1.924e+00	t
AX16-2a	300	566	30	1.00	-1.00	-	46.5	1.500e+01	8.210e-01	8.000e+00	6.249e-02	4.024e+00	1.701e+00	t
AX16-2a	400	560	30	1.00	-1.00	-	50.4	1.100e+01	6.662e-01	6.000e+00	7.393e-02	5.173e+00	2.379e+00	t
AX16-2a	400	562	30	1.00	-1.00	-	47.5	1.200e+01	6.708e-01	7.000e+00	6.850e-02	4.719e+00	1.818e+00	t
AX16-2a	400	564	30	1.00	-1.00	-	46.0	1.300e+01	6.830e-01	7.000e+00	6.222e-02	4.366e+00	1.566e+00	t
AX16-2a	425	560	30	1.00	-1.00	-	49.6	1.000e+01	6.324e-01	6.000e+00	8.566e-02	5.101e+00	2.163e+00	t
AX16-2a	425	562	30	1.00	-1.00	-	46.6	1.100e+01	6.370e-01	7.000e+00	7.763e-02	4.612e+00	1.668e+00	t
AX16-2a	425	564	30	1.00	-1.00	-	45.1	1.200e+01	6.492e-01	7.000e+00	6.960e-02	4.252e+00	1.441e+00	t
AX16-4a	400	555	30	1.00	-1.00	-	50.1	1.000e+01	6.006e-01	6.000e+00	9.079e-02	9.394e+00	4.370e+00	t
AX16-4a	400	560	30	1.00	-1.00	-	52.0	1.100e+01	7.109e-01	6.000e+00	6.777e-02	7.574e+00	2.210e+00	t
AX16-4a	400	562	30	1.00	-1.00	-	49.1	1.200e+01	7.185e-01	7.000e+00	5.992e-02	6.587e+00	1.664e+00	t
AX16-4a	400	564	30	1.00	-1.00	-	48.7	1.300e+01	7.537e-01	7.000e+00	5.061e-02	5.882e+00	1.399e+00	t
AX16-4a	400	566	30	1.00	-1.00	-	47.4	1.400e+01	7.579e-01	8.000e+00	4.737e-02	5.430e+00	1.241e+00	t
AX16-4a	400	570	30	1.00	-1.00	-	46.6	1.500e+01	7.769e-01	8.000e+00	4.344e-02	5.071e+00	1.254e+00	t
AX16-4a	400	575	30	1.00	-1.00	-	45.5	1.600e+01	7.855e-01	9.000e+00	4.287e-02	4.829e+00	1.099e+00	t
AX16-4a	400	580	30	1.00	-1.00	-	44.8	1.700e+01	7.969e-01	9.000e+00	4.081e-02	4.613e+00	1.099e+00	t
AX16-4a	425	560	30	1.00	-1.00	-	51.2	1.000e+01	6.816e-01	6.000e+00	7.435e-02	7.572e+00	1.693e+00	t
AX16-4a	425	562	30	1.00	-1.00	-	48.3	1.100e+01	6.893e-01	7.000e+00	6.477e-02	6.539e+00	1.366e+00	t
AX16-4a	425	564	30	1.00	-1.00	-	48.0	1.200e+01	7.245e-01	7.000e+00	5.436e-02	5.817e+00	1.239e+00	t
AX16-4a	425	566	30	1.00	-1.00	-	46.7	1.300e+01	7.287e-01	8.000e+00	5.059e-02	5.367e+00	1.130e+00	t
AX16-4a	425	570	30	1.00	-1.00	-	46.0	1.400e+01	7.477e-01	8.000e+00	4.618e-02	5.013e+00	1.182e+00	t
AX16-4a	425	575	30	1.00	-1.00	-	44.8	1.500e+01	7.563e-01	9.000e+00	4.548e-02	4.773e+00	1.080e+00	t
AX16-4a	425	580	30	1.00	-1.00	-	44.2	1.600e+01	7.676e-01	9.000e+00	4.318e-02	4.562e+00	1.088e+00	t
AX16-4a	450	564	30	1.00	-1.00	-	46.3	1.100e+01	6.311e-01	7.000e+00	4.768e-02	3.905e+00	1.537e+00	t
AX16-4a	450	566	30	1.00	-1.00	-	45.1	1.200e+01	6.353e-01	8.000e+00	4.514e-02	3.613e+00	1.445e+00	t
AX16-4a	450	570	30	1.00	-1.00	-	44.5	1.300e+01	6.542e-01	8.000e+00	4.129e-02	3.384e+00	1.457e+00	t
AX16-4a	450	575	30	1.00	-1.00	-	43.4	1.400e+01	6.628e-01	9.000e+00	4.166e-02	3.230e+00	1.444e+00	t
AX16-4a	475	570	30	1.00	-1.00	-	44.5	1.200e+01	6.048e-01	8.000e+00	4.693e-02	3.157e+00	1.234e+00	t
AX16-4a	475	575	30	1.00	-1.00	-	43.3	1.300e+01	6.134e-01	9.000e+00	4.718e-02	3.023e+00	1.234e+00	t
AX16-5a	400	560	30	1.00	-1.00	-	45.8	1.100e+01	6.910e-01	6.000e+00	8.776e-02	7.978e+00	4.320e+00	t
AX16-5a	425	560	30	1.00	-1.00	-	44.9	1.000e+01	6.537e-01	6.000e+00	9.664e-02	7.421e+00	3.896e+00	t
AX16-5a	450	560	30	1.00	-1.00	-	43.5	9.000e+00	6.256e-01	6.000e+00	1.041e-01	7.585e+00	3.427e+00	t
AX16-9a	0	559	30	1.00	-1.00	-	77.7	1.600e+01	7.599e-01	7.000e+00	7.069e-02	4.760e+00	4.870e+00	t
